R,F,M,C,cluster
3.0,2,32.98,0.0,0
1.23,2,96.98,0.0,0
0.8,2,294.98,0.0,0
0.5,2,59.98,0.0,0
4.7,2,23.37,0.0,0
7.4,2,52.6,0.0,0
5.63,3,213.95,0.043461766669999985,0
3.4,2,129.98,0.0,0
5.27,3,74.45,0.0,0
3.7,2,42.98,0.0,0
5.3,3,137.5,0.0,0
5.2,2,329.3,0.0,0
5.13,2,63.97,0.0,0
3.43,3,379.94,0.0,0
0.53,2,118.42,0.0,0
3.8,2,82.11,0.0,0
3.07,3,426.96,0.06855939999999999,0
5.83,2,422.98,0.0,0
3.17,2,161.65,0.0,0
0.4,3,658.88,0.0,0
4.67,3,619.94,0.06667113333,0
3.0,2,52.58,0.0,0
3.0,2,35.06,0.0,0
7.67,2,50.83,0.0,0
3.33,5,344.25,0.0,0
2.03,2,84.17,0.0,0
0.9,2,121.88,0.0,0
5.8,4,121.95,0.0,0
1.1,3,57.19,0.0,0
0.0,3,149.07,0.0,0
1.17,6,304.16,0.0,0
5.6,2,313.97,0.1010692,0
4.63,2,49.98,0.11542015,0
1.27,2,39.78,0.0,0
5.77,2,56.98,0.12266465,0
5.07,2,299.98,0.0,0
0.33,2,48.24,0.0,0
2.63,2,45.43,0.0,0
1.53,2,39.78,0.0909506,0
6.37,2,239.4,0.0,0
1.83,2,87.98,0.0,0
3.0,2,62.82,0.0,0
6.43,2,149.02,0.0,0
2.0,2,40.48,0.0,0
3.5,2,209.98,0.1250104,0
4.07,2,111.55,0.0,0
5.37,2,323.97,0.05555865,0
2.93,3,138.27,0.0,0
1.87,2,59.65,0.02855455,0
0.27,2,23.9,0.0,0
3.7,2,349.96,0.1133274,0
0.5,2,32.68,0.0,0
1.9,2,249.98,0.0625039,0
7.97,3,88.13,0.0,0
6.67,2,91.01,0.0,0
1.43,2,14.98,0.0,0
0.87,2,193.97,0.02381195,0
3.43,3,55.95,0.0,0
1.43,2,249.08,0.0,0
5.8,2,36.98,0.0,0
3.4,2,259.98,0.0,0
2.0,2,27.58,0.0,0
1.33,4,123.96,0.0,0
1.3,2,87.88,0.0,0
3.03,2,44.82,0.0238095,0
5.67,2,83.96,0.0831589,0
7.77,2,62.98,0.0,0
7.6,2,33.98,0.0,0
5.13,2,307.97,0.0,0
3.93,2,87.98,0.0454606,0
5.6,2,128.98,0.0,0
3.03,2,191.98,0.0,0
4.3,2,165.88,0.0,0
3.47,2,259.98,0.0,0
1.0,2,82.88,0.0454611,0
5.47,2,189.98,0.0,0
5.23,2,37.98,0.0,0
2.6,2,159.96,0.0,0
2.8,2,13.99,0.0,0
6.0,2,214.98,0.10000695,0
4.97,2,253.97,0.0,0
5.5,2,66.93,0.04546985,0
6.0,2,452.31,0.0,0
6.43,2,94.4,0.0238095,0
7.33,3,139.82,0.0,0
2.33,2,60.97,0.11941769999999999,0
5.57,2,313.97,0.08736139999999999,0
5.5,2,91.98,0.0,0
1.57,4,139.95,0.105933125,0
0.3,2,110.07,0.088907,0
5.1,2,33.23,0.0,0
3.37,2,46.52,0.03897375,0
2.43,2,198.0,0.0,0
0.37,2,434.95,0.0,0
4.03,2,47.98,0.0,0
3.07,2,139.98,0.0,0
6.7,2,42.71,0.0,0
0.63,2,639.84,0.00413325,0
5.43,2,263.97,0.0,0
6.33,2,79.98,0.0454649,0
2.07,2,24.44,0.0,0
7.73,2,50.28,0.0,0
2.93,2,259.98,0.0,0
2.5,2,55.95,0.05726035,0
0.37,2,184.96,0.0,0
4.67,2,44.48,0.0,0
5.83,2,179.97,0.0,0
0.77,3,38.97,0.1334223,0
3.47,3,161.65,0.013448866669999998,0
7.83,2,13.78,0.0,1
5.13,2,263.97,0.0,0
0.83,2,250.74,0.0,0
6.5,2,279.98,0.0,0
5.83,2,308.22,0.0,0
5.37,2,31.98,0.0,0
2.7,2,83.1,0.0,0
2.7,2,284.46,0.0,0
3.3,2,99.98,0.0,0
1.9,2,45.97,0.0,0
4.63,2,299.98,0.0,0
5.47,2,263.97,0.0,0
5.2,2,97.52,0.0,0
2.13,2,65.97,0.07940010000000003,0
4.6,2,39.98,0.0,0
1.57,2,379.98,0.0,0
0.57,2,159.98,0.0454597,0
2.93,2,31.94,0.0,0
0.43,3,225.92,0.0,0
0.83,2,369.98,0.02112735,0
0.13,2,76.03,0.0,0
1.93,3,380.94,0.0,0
6.53,4,369.96,0.0,0
6.03,2,339.99,0.0,0
7.73,2,69.98,0.04546635,0
7.97,2,246.97,0.0,0
4.1,2,19.98,0.0,0
1.73,2,116.08,0.0,0
3.93,2,259.98,0.0,0
3.07,4,184.93,0.1320054,0
4.27,2,256.66,0.0,0
1.53,2,51.98,0.0,0
0.23,2,63.36,0.0,0
2.93,2,77.94,0.115408,0
5.7,2,233.97,0.05744265,0
4.5,2,71.92,0.0,0
5.6,2,31.98,0.0,0
1.83,2,87.87,0.0,0
6.4,2,39.98,0.0,0
5.33,2,228.41,0.0,0
1.03,2,51.21,0.0,0
3.4,2,49.43,0.0,0
3.47,2,318.99,0.0600048,0
3.63,4,763.83,0.0,0
0.17,2,95.55,0.0,0
5.6,2,54.04,0.0,0
6.77,2,52.98,0.0,0
4.93,3,252.96,0.0,0
5.87,2,87.98,0.0,0
0.87,2,366.37,0.04546819999999999,0
7.9,2,166.98,0.0,0
2.03,3,65.76,0.0,0
4.07,3,85.04,0.0,0
1.5,2,143.89,0.0,0
7.6,2,102.98,0.0,0
6.77,2,65.12,0.0,0
3.9,2,359.96,0.12133565,0
4.77,2,194.37,0.0,0
7.57,4,171.26,0.0,0
2.4,2,489.95,0.07487355,0
1.63,2,168.98,0.0,0
4.03,2,429.96,0.03333555,0
6.1,3,52.97,0.09907753332999998,0
1.5,2,119.97,0.11242055,0
5.37,2,259.98,0.0,0
5.97,2,34.88,0.06524575,0
4.8,3,158.05,0.0,0
3.53,2,249.98,0.0384645,0
1.07,2,67.02,0.0466574,0
6.5,3,35.97,0.0,0
1.93,2,36.99,0.0,0
0.47,2,81.74,0.0,0
1.67,4,157.49,0.0111303,0
6.43,2,409.97,0.0666711,0
4.8,2,59.98,0.0454683,0
4.6,2,199.98,0.03571685,0
3.53,4,128.97,0.06061706667,0
1.23,3,104.52,0.0,0
0.6,2,70.24,0.0,0
6.53,4,119.89,0.0,0
2.73,2,69.89,0.0751105,0
4.23,3,167.96,0.0,0
1.5,2,63.88,0.1107915,0
6.6,2,139.99,0.0666711,0
4.73,2,159.98,0.0454597,0
1.87,2,72.13,0.02884915,0
6.13,2,34.98,0.0,0
3.63,2,30.75,0.0,0
2.47,4,303.87,0.0,0
0.37,2,324.98,0.0,0
7.7,4,119.96,0.0658068,0
2.93,3,389.92,0.055294,0
2.33,2,59.98,0.0,0
0.53,2,123.97,0.06928715,0
5.43,2,423.96,0.0,0
0.1,2,107.19,0.0,0
2.0,2,51.44,0.0,0
1.9,2,53.98,0.0,0
8.03,3,305.97,0.0,0
5.4,2,253.97,0.0,0
1.8,2,95.98,0.0,0
7.47,3,509.97,0.0,0
4.9,2,158.96,0.0,0
1.47,2,23.54,0.0,0
5.43,2,29.98,0.0909642,0
0.23,3,105.95,0.0,0
4.9,4,126.96,0.0,0
5.47,2,43.2,0.0,0
5.6,3,457.95,0.0314505,0
4.0,2,199.99,0.0909132,0
4.53,2,71.98,0.0,0
6.2,2,287.96,0.03247175,0
0.1,5,70.85,0.0,0
7.1,2,239.98,0.0,0
3.83,3,269.94,0.0,0
2.17,2,61.98,0.0,0
0.1,2,106.98,0.0737697,0
5.2,3,56.28,0.013094999999999999,0
5.0,2,307.96,0.04717575,0
5.73,2,256.66,0.03614545,0
4.83,2,32.98,0.0,0
1.77,2,19.85,0.0,0
6.3,2,59.98,0.0,0
5.33,2,78.97,0.0,0
5.1,2,48.96,0.0,0
4.7,2,342.52,0.0,0
4.3,2,54.98,0.0,0
2.23,2,139.68,0.02379655,0
1.3,2,79.98,0.0,0
4.67,3,151.04,0.0,0
7.27,2,182.81,0.0,0
4.7,3,244.96,0.0,0
6.9,2,58.63,0.0,0
3.43,3,119.97,0.03030646667,0
1.97,2,69.98,0.0652336,0
1.57,2,123.2,0.0,0
3.43,2,67.98,0.0,0
0.9,2,115.99,0.0,0
0.4,2,59.98,0.0,0
5.27,2,287.96,0.0,0
3.93,3,77.93,0.0,0
2.2,2,73.16,0.0,0
7.97,2,216.73,0.0,0
4.53,2,556.39,0.0,0
1.17,2,29.59,0.0,0
7.63,2,27.98,0.0454821,0
6.7,3,92.97,0.055564800000000004,0
5.03,2,299.99,0.0,0
5.07,2,101.84,0.0,0
2.73,2,110.69,0.0,0
4.93,2,239.98,0.0,0
0.87,2,178.67,0.01133975,0
4.3,3,359.97,0.0,0
4.17,2,23.68,0.0,0
3.1,2,114.96,0.0791898,0
5.07,2,46.98,0.0,0
5.4,2,154.54,0.1304299,0
0.63,2,60.75,0.0,0
4.6,2,206.97,0.06386195,0
2.1,2,32.93,0.0,0
4.0,2,300.97,0.058827,0
6.67,2,232.1,0.0,0
3.7,2,299.98,0.0625039,0
6.27,2,39.34,0.0,0
6.53,2,65.98,0.0,0
0.8,2,794.9,0.0,0
3.13,2,90.98,0.0,0
6.0,2,268.97,0.0,0
2.5,2,26.02,0.0,0
5.27,4,484.75,0.0,0
2.13,3,124.97,0.03030646667,0
1.97,2,99.98,0.0,0
5.53,2,313.97,0.0,0
4.37,2,159.99,0.0,0
5.33,2,89.98,0.02381455,0
1.3,5,418.84,0.0,0
5.6,2,29.98,0.0454821,0
0.47,2,89.98,0.0,0
6.23,3,112.08,0.0,0
0.57,2,43.17,0.02382845,0
4.47,2,233.77,0.0,0
6.37,2,253.97,0.0,0
2.77,2,34.94,0.0,0
1.23,2,46.98,0.0,0
6.8,3,230.06,0.0,0
0.5,2,65.4,0.0,0
6.0,2,327.96,0.0,0
1.83,2,74.87,0.0,0
4.07,2,129.98,0.13637605,0
3.63,2,71.48,0.0,0
5.57,2,89.98,0.0,0
0.57,2,66.72,0.0,0
0.07,2,53.91,0.0,0
3.97,2,289.98,0.0,0
2.43,2,59.98,0.08338295,0
5.2,2,33.52,0.0,0
3.1,2,155.52,0.0,0
5.53,2,29.98,0.0,0
5.4,2,39.98,0.13049149999999998,0
3.27,2,61.16,0.0,0
5.77,2,91.96,0.0,0
6.47,2,39.94,0.0652384,0
4.93,2,105.96,0.0,0
3.9,2,142.52,0.0103086,0
3.07,2,41.35,0.0,0
1.6,2,104.98,0.0,0
6.33,2,72.94,0.023766,0
0.1,2,93.98,0.04546335,0
7.8,3,129.97,0.0303058,0
4.5,3,409.97,0.03030486667,0
6.73,2,33.74,0.0,0
6.13,2,29.98,0.0,0
3.97,2,319.96,0.0,0
3.77,3,607.94,0.0,0
4.43,2,263.97,0.0,0
2.3,4,465.93,0.0,0
6.0,5,332.85,0.0,0
5.2,2,60.97,0.0,0
2.37,2,68.11,0.0,0
3.97,2,88.52,0.08332435,0
6.7,2,249.97,0.0,0
0.63,3,206.97,0.10981793333,0
6.53,2,19.98,0.0,0
2.53,2,62.27,0.0,0
6.13,3,184.67,0.07722489999999999,0
2.4,2,59.98,0.0,0
0.1,2,179.94,0.062513,0
5.63,2,187.97,0.0,0
5.73,2,143.99,0.0,0
6.83,2,119.99,0.0,0
2.33,2,118.98,0.0,0
5.13,2,93.96,0.0,0
7.33,2,59.97,0.0,0
6.2,2,79.97,0.12266465,0
4.93,2,149.98,0.0,0
0.4,2,39.98,0.0,0
2.43,3,234.51,0.04186306667,0
6.03,2,45.98,0.080032,0
6.0,2,279.99,0.0,0
0.2,2,19.98,0.0,0
3.27,2,137.95,0.01512995,0
2.6,2,79.98,0.0,0
4.87,2,35.98,0.11542015,0
1.0,2,102.18,0.0,0
4.77,2,448.96,0.0,0
1.37,2,91.98,0.0454597,0
0.93,4,161.95,0.0,0
5.83,2,251.29,0.0,0
0.93,2,83.98,0.0,0
6.13,2,33.14,0.0,0
7.0,2,205.94,0.0,0
5.63,2,267.96,0.0,0
5.3,2,10.55,0.0,0
5.6,2,44.98,0.0,0
5.23,2,268.97,0.0,0
4.77,2,22.54,0.0,0
3.93,2,88.98,0.0,0
0.53,2,38.98,0.0,0
2.5,2,85.87,0.02830635,0
4.8,2,35.98,0.0,0
6.17,2,44.64,0.08153555,0
7.87,2,357.9,0.0,0
4.7,2,197.97,0.0,0
6.23,2,68.98,0.045489,0
6.33,2,34.14,0.0,0
2.83,2,83.01,0.0,0
1.43,2,215.11,0.0,0
4.5,2,119.99,0.0,0
4.97,2,273.97,0.0,0
4.1,2,279.98,0.0,0
2.93,2,59.98,0.06929665,0
4.27,2,279.98,0.0,0
6.37,2,359.97,0.07265475,0
3.67,2,37.98,0.0,0
6.63,2,189.98,0.0,0
5.5,2,273.97,0.0,0
5.0,2,213.41,0.0,0
1.83,2,109.97,0.02381275,0
5.23,3,431.94,0.0314505,0
6.6,3,260.04,0.0,0
4.3,3,137.68,0.0,0
0.53,2,75.5,0.02123505,0
6.47,3,114.9,0.0,0
0.9,2,74.46,0.09596325,0
2.6,2,179.97,0.0,0
3.0,2,51.86,0.0,0
4.67,2,83.97,0.0455638,0
1.9,2,127.89,0.0490258,0
6.07,2,159.96,0.0,0
8.27,2,249.98,0.0483902,0
6.53,3,239.97,0.0,0
6.43,2,33.18,0.0,0
5.6,2,145.48,0.0238291,0
2.43,2,90.49,0.0,0
5.23,2,119.98,0.0,0
1.7,4,67.96,0.0,0
4.53,3,336.96,0.0,0
6.6,2,49.82,0.0,0
2.67,2,94.06,0.0,0
4.23,2,139.99,0.0,0
6.73,2,737.94,0.0,0
1.73,2,52.12,0.0,0
5.57,2,84.74,0.0,0
5.27,2,283.97,0.0,0
0.27,2,47.73,0.0,0
1.67,2,40.98,0.0,0
1.53,3,92.72,0.0,0
6.1,3,136.11,0.0,0
4.43,2,100.03,0.0,0
0.4,2,148.29,0.0,0
4.33,2,289.98,0.0,0
7.03,2,239.98,0.0,0
1.27,2,122.98,0.0,0
6.7,2,273.97,0.0,0
2.63,2,135.0,0.0,0
3.77,3,66.92,0.0,0
0.33,2,31.98,0.0,0
3.9,2,95.96,0.0,0
0.53,2,87.87,0.070622,0
5.2,2,51.5,0.0,0
0.47,2,419.98,0.0416684,0
4.43,2,239.98,0.0,0
1.97,2,36.98,0.0,0
4.63,2,24.99,0.0,0
4.2,2,214.94,0.0,0
6.27,2,100.46,0.0,0
0.07,2,51.66,0.0,0
0.03,2,103.97,0.0,0
6.0,3,256.26,0.0,0
0.3,3,162.52,0.01910486667,0
6.3,4,433.94,0.0,0
5.43,2,287.96,0.0,0
7.63,2,124.22,0.0,0
6.4,2,120.44,0.09018765,0
8.23,3,339.96,0.0,0
5.2,2,42.98,0.06524575,0
5.4,5,120.95,0.0,0
2.67,6,396.96,0.00192661667,0
2.43,2,269.61,0.0,0
3.4,3,339.97,0.10800439999999999,0
5.3,2,303.97,0.0,0
4.97,2,304.89,0.0,0
4.13,2,187.6,0.02381235,0
3.5,2,53.98,0.0,0
0.47,2,69.98,0.0,0
3.07,2,93.98,0.05747785,0
3.97,2,215.97,0.0,0
1.1,2,105.92,0.020091099999999997,0
2.6,3,74.97,0.0,0
5.07,2,33.2,0.0,0
3.4,2,45.98,0.0,0
0.23,3,223.97,0.07378960000000001,0
4.77,2,59.98,0.0454683,0
6.77,4,67.85,0.0,0
5.0,3,88.8,0.0,0
3.3,2,92.61,0.0,0
4.63,2,99.98,0.02381235,0
6.0,2,153.97,0.0,0
5.5,4,101.96,0.057710075,0
4.27,2,15.62,0.0,0
6.53,2,53.98,0.0,0
4.37,2,159.98,0.1129105,0
6.57,2,119.97,0.0,0
5.37,2,82.98,0.07059875,0
0.77,2,99.98,0.0,0
0.73,2,75.58,0.0,0
1.43,2,42.98,0.0,0
2.5,3,302.96,0.015401233330000003,0
0.97,2,33.98,0.052659300000000006,0
6.33,2,114.94,0.0,0
4.8,3,192.84,0.0,0
0.93,2,85.59,0.02941175,0
4.23,2,149.98,0.0,0
3.97,2,122.98,0.0,0
6.33,2,19.95,0.0,0
6.6,2,267.98,0.0,0
5.7,2,27.82,0.0,0
3.33,2,85.97,0.0882457,0
0.63,2,79.98,0.07378155,0
4.03,2,294.89,0.0,0
2.7,3,127.87,0.0,0
3.83,5,125.95,0.0,0
6.9,2,149.98,0.0,0
2.13,2,35.46,0.11535319999999999,0
3.27,3,253.88,0.0,0
7.0,2,200.97,0.0833543,0
3.37,2,79.98,0.0,0
7.2,2,263.97,0.0,0
2.33,4,65.66,0.0,0
0.13,2,72.55,0.07803235,0
7.77,2,239.98,0.0,0
4.57,2,29.99,0.0,0
0.0,4,110.96,0.0397744,0
0.43,2,109.83,0.04760865,0
2.0,2,159.98,0.0,0
0.8,2,24.88,0.0,0
3.77,2,77.34,0.0,0
5.6,2,38.9,0.0,0
4.6,2,170.95,0.0,0
4.47,2,66.74,0.0,0
0.6,2,59.33,0.0,0
6.4,2,692.94,0.0,0
2.8,3,163.86,0.08293613333,0
1.53,2,199.98,0.10001145,0
1.63,2,119.97,0.0,0
7.9,2,114.98,0.0,0
0.43,2,71.94,0.0,0
3.9,2,344.87,0.0,0
4.23,2,148.96,0.0,0
4.9,3,53.08,0.0,0
4.03,2,43.98,0.0,0
1.97,2,154.3,0.0,0
6.43,2,22.08,0.08339625,0
6.63,2,293.97,0.0,0
0.77,2,22.54,0.0,0
7.7,2,25.9,0.0,0
4.0,2,129.98,0.0,0
0.67,2,57.26,0.0,0
6.4,2,463.18,0.0,0
5.5,2,25.98,0.0,0
6.33,2,100.81,0.02383615,0
0.67,2,41.98,0.0,0
0.73,2,117.33,0.0,0
6.6,2,64.98,0.0,0
0.67,2,55.98,0.0,0
7.17,2,29.98,0.0,0
7.13,2,209.69,0.0,0
0.37,2,31.98,0.0,0
6.2,2,99.98,0.02381235,0
2.5,3,347.96,0.0,0
2.5,3,448.96,0.0,0
6.63,2,63.82,0.0,0
5.47,2,70.94,0.0,0
0.27,3,270.53,0.04348846667,0
2.23,2,558.98,0.0,0
5.9,2,283.97,0.0,0
0.7,3,295.0,0.0769314,0
5.73,2,219.95,0.06425610000000001,0
5.23,3,579.96,0.0,0
5.6,2,38.69,0.0,0
5.93,2,25.98,0.0,0
2.43,2,110.97,0.11378415,0
0.57,2,249.73,0.02490695,0
7.57,2,149.98,0.0,0
2.33,3,84.96,0.0,0
1.03,3,44.97,0.0,0
0.57,2,79.98,0.0,0
6.4,3,236.1,0.014651166669999997,0
3.3,3,82.93,0.0,0
4.0,3,92.05,0.0,0
3.43,2,102.73,0.0,0
5.33,2,39.98,0.06524575,0
1.37,2,141.97,0.0454606,0
4.47,2,185.97,0.0,0
1.13,2,233.86,0.0,0
7.33,2,25.98,0.0,0
4.37,2,149.98,0.1129105,0
3.97,2,119.99,0.0,0
0.27,2,65.98,0.12266465,0
4.03,2,279.98,0.0,0
6.1,2,303.97,0.0,0
5.47,2,142.87,0.04034005,0
4.13,2,79.3,0.0207753,0
1.27,2,59.98,0.0,0
5.33,2,91.48,0.0,0
3.97,2,39.98,0.0,0
1.23,2,88.14,0.0,0
0.0,2,25.99,0.0,0
4.97,2,188.4,0.0,0
3.1,2,57.98,0.0,0
0.03,2,64.72,0.0,0
5.23,2,45.97,0.0,0
0.37,2,43.58,0.0,0
2.1,2,501.04,0.0,0
0.7,2,159.49,0.0,0
0.13,2,89.98,0.0,0
0.2,2,39.98,0.0,0
6.2,2,313.97,0.0,0
0.57,4,502.22,0.023811900000000004,0
6.17,2,55.98,0.0,0
0.9,2,65.98,0.0,0
0.47,2,46.45,0.0,0
3.13,3,409.96,0.0,0
3.13,3,77.6,0.013110900000000002,0
3.67,2,135.96,0.0,0
3.23,2,40.42,0.0,0
6.3,3,423.96,0.0,0
2.83,2,91.98,0.0,0
0.1,2,231.98,0.0238115,0
6.3,2,70.97,0.0,0
4.47,2,49.99,0.0,0
0.13,2,139.99,0.1250078,0
4.5,2,79.96,0.0,0
5.17,2,59.98,0.0,0
0.03,2,85.97,0.0,0
4.3,2,273.97,0.0,0
2.33,2,55.19,0.0,0
4.47,2,61.84,0.0,0
4.07,2,151.1,0.0,0
0.57,2,86.98,0.0,0
0.43,2,23.96,0.0,0
4.93,2,256.99,0.0,0
1.1,2,86.5,0.013562200000000002,0
2.07,2,65.98,0.0,0
5.53,2,24.98,0.0454841,0
6.33,2,51.01,0.0,0
7.43,3,113.44,0.0,0
2.37,3,36.97,0.0,0
6.7,2,40.85,0.0,0
3.2,2,81.98,0.04546045,0
0.13,2,77.78,0.114951,0
6.0,2,40.92,0.0,0
5.23,2,89.98,0.0,0
6.67,2,287.97,0.0,0
3.1,2,605.95,0.0,0
3.07,2,212.95,0.027203500000000002,0
4.23,2,62.98,0.0,0
0.63,2,757.88,0.0,0
1.43,2,60.6,0.0,0
5.6,2,159.98,0.0,0
0.37,2,106.98,0.04546335,0
4.67,3,158.78,0.0,0
4.4,2,252.98,0.0,0
6.3,2,299.98,0.117654,0
3.83,2,160.15,0.0,0
2.97,4,148.95,0.01530925,0
4.1,2,152.98,0.0,0
6.57,2,78.3,0.0,0
5.8,3,154.99,0.043010766669999985,0
6.7,2,41.97,0.0,0
6.47,2,44.19,0.023766,0
4.77,2,247.76,0.0,0
3.03,2,29.98,0.0,0
6.47,2,39.98,0.06929550000000001,0
4.27,2,39.99,0.0,0
5.17,3,77.96,0.0303122,0
4.97,2,54.98,0.0,0
7.63,2,253.97,0.0,0
4.93,2,38.24,0.0,0
2.97,2,50.98,0.0,0
6.37,2,43.88,0.0,0
1.7,2,44.76,0.0,0
3.33,2,10.99,0.0,0
6.67,2,99.79,0.07791985,0
0.27,2,159.0,0.02564105,0
1.8,3,150.7,0.0,0
1.4,2,233.96,0.0,0
7.1,4,498.01,0.0,0
4.53,2,113.96,0.0,0
5.57,2,8.99,0.0,0
3.23,4,268.93,0.0,0
0.87,2,43.69,0.0,0
0.87,2,43.48,0.0,0
6.0,3,449.96,0.0,0
4.8,2,119.97,0.0,0
6.2,4,92.97,0.055564800000000004,0
0.17,2,69.98,0.0,0
7.77,2,619.98,0.0,0
5.97,2,184.4,0.0,0
1.1,2,164.99,0.02456315,0
5.1,2,313.97,0.0,0
3.27,2,159.49,0.0,0
6.0,2,212.73,0.0,0
0.07,2,134.97,0.0,0
6.27,2,44.98,0.0,0
1.37,2,39.98,0.0454683,0
3.13,2,29.98,0.0909642,0
5.57,2,291.96,0.0,0
0.3,3,117.45,0.0,0
6.0,2,156.54,0.0,0
5.7,4,503.96,0.02849246667,0
4.4,2,99.98,0.0,0
5.5,3,99.5,0.0531999,0
3.1,3,354.26,0.04984153333000002,0
0.17,2,91.98,0.0652245,0
0.8,2,47.98,0.0,0
4.07,4,449.97,0.0,0
2.43,2,89.97,0.08715165,0
0.87,2,119.96,0.0454683,0
4.2,2,329.98,0.03571685,0
1.03,2,63.96,0.0,0
4.17,2,279.98,0.0,0
4.43,2,149.98,0.1129105,0
4.07,2,75.99,0.0,0
0.1,3,249.94,0.015874600000000003,0
7.77,2,197.95,0.03902445,0
2.23,3,359.97,0.0,0
5.23,2,283.97,0.0,0
6.4,2,249.98,0.0833368,0
2.67,2,41.48,0.0,0
4.07,2,58.48,0.0,0
5.83,2,33.23,0.0,0
5.03,2,287.96,0.0,0
7.13,2,189.98,0.0,0
5.67,2,133.98,0.0,0
4.83,2,238.22,0.0,0
7.87,2,196.23,0.0,0
3.6,2,96.98,0.0,0
0.13,2,37.8,0.0,0
2.17,6,145.94,0.0,0
1.97,2,44.97,0.0,0
4.33,2,158.97,0.0,0
5.57,2,45.98,0.1107144,0
6.43,3,54.63,0.0,0
0.8,2,19.98,0.0,0
5.73,2,281.99,0.0490164,0
5.5,2,105.91,0.01097045,0
0.87,2,92.08,0.08336569999999999,0
4.93,3,422.16,0.0,0
5.37,3,383.96,0.03030486667,0
6.1,3,71.35,0.0,0
3.17,2,61.98,0.0,0
1.27,2,21.75,0.0,0
5.0,2,287.96,0.0943515,0
7.73,2,69.98,0.0,0
0.8,2,41.4,0.0,0
3.37,2,89.98,0.0,0
3.03,2,101.97,0.04546705,0
0.8,2,31.78,0.0,0
5.5,2,293.97,0.04717575,0
3.67,2,65.98,0.0,0
3.47,2,256.66,0.03614545,0
7.43,2,51.98,0.0,0
4.63,2,299.98,0.0,0
1.93,2,66.1,0.0,0
5.27,2,39.98,0.0,0
4.9,3,79.23,0.0,0
3.33,2,43.29,0.0,0
5.97,2,23.02,0.0,0
0.33,2,70.93,0.0,0
1.33,2,179.53,0.0,0
4.73,2,289.98,0.0,0
6.5,2,61.98,0.0,0
0.37,2,44.98,0.0,0
5.87,2,29.82,0.0,0
5.63,5,490.95,0.0,0
0.6,6,159.85,0.0,0
2.07,2,9.09,0.0,0
6.83,2,13.78,0.0,0
4.97,3,86.97,0.0,0
7.2,2,126.67,0.0,0
0.7,5,448.96,0.0,0
6.9,2,103.28,0.0,0
6.27,3,419.97,0.0,0
0.5,2,119.98,0.0,0
7.2,2,109.98,0.0,0
0.47,2,102.06,0.0,0
1.0,2,149.49,0.07265475,0
1.03,2,94.96,0.08229145,0
7.57,2,279.98,0.0,0
2.9,2,149.98,0.0,0
6.87,2,279.98,0.0,0
3.37,2,289.98,0.0,0
3.77,3,487.94,0.0,0
5.93,2,22.54,0.08886925,0
4.8,2,64.98,0.0,0
1.27,2,126.44,0.06837939999999999,0
7.3,2,239.98,0.0,0
5.97,2,79.77,0.0,0
4.47,2,42.98,0.0,0
2.0,2,143.92,0.0,0
2.87,2,89.5,0.0,0
0.97,2,29.99,0.0,0
6.6,3,45.07,0.0,0
8.4,3,413.96,0.06184943333,0
8.0,2,579.98,0.0,0
2.93,2,44.71,0.0,0
0.5,2,109.89,0.0,0
7.47,2,81.05,0.0,0
1.13,3,43.28,0.0,0
5.67,2,35.98,0.0,0
4.23,2,159.96,0.0,0
5.13,2,49.98,0.0,0
1.13,2,77.94,0.0,0
4.53,2,439.97,0.0,0
3.5,2,76.78,0.0052192,0
6.13,2,49.72,0.0,0
7.03,3,100.81,0.0,0
6.83,2,122.98,0.0,0
5.17,3,451.95,0.0314495,0
3.4,2,40.98,0.0,0
1.9,2,71.12,0.0,0
3.63,2,56.75,0.0,0
6.6,2,40.98,0.0,0
6.67,3,239.94,0.0,0
4.03,2,34.98,0.0,0
0.1,2,99.98,0.02381235,0
2.83,2,108.97,0.02381235,0
5.4,2,46.54,0.0,0
4.9,4,70.14,0.0,0
6.03,2,60.77,0.0,0
5.47,2,16.99,0.0,0
6.77,3,378.66,0.0,0
8.03,2,499.98,0.0,0
7.27,2,121.66,0.0,0
2.0,2,209.98,0.023806099999999997,0
7.03,2,60.98,0.045462800000000005,0
4.23,2,268.97,0.0,0
3.07,2,29.97,0.0,0
5.57,2,287.96,0.04717575,0
6.23,2,266.97,0.0,0
3.0,3,136.96,0.0,0
4.97,2,287.96,0.04717575,0
0.17,6,139.94,0.00793745,0
6.53,2,20.99,0.0,0
5.7,3,78.95,0.0,0
8.77,3,371.97,0.03817086667,0
1.17,2,51.49,0.0,0
2.83,3,573.32,0.0,0
5.0,2,88.82,0.0,0
2.33,2,31.98,0.04547335,0
7.6,2,137.98,0.0737663,0
3.43,2,99.98,0.0,0
7.93,2,74.98,0.02830635,0
2.23,2,68.78,0.02006005,0
1.4,2,45.63,0.0185024,0
0.1,2,119.97,0.0,0
6.67,2,192.98,0.0,0
6.3,2,101.03,0.0,0
3.73,3,55.97,0.0,0
2.5,2,156.97,0.0,0
4.6,2,76.98,0.0974714,0
0.73,2,89.97,0.0,0
0.3,2,29.99,0.0,0
6.53,2,37.98,0.0,0
2.13,2,105.3,0.0,0
5.57,2,287.96,0.0,0
6.13,2,189.98,0.0,0
6.17,2,77.97,0.0454649,0
7.6,3,206.97,0.0,0
0.63,2,43.98,0.0,0
